PLAYER,HEIGHT,HANDED,DRAFTED,ixG,iSh,iCF,iFF,ixG60,iSh60,iCF60,iFF60,SF,SA,SF%,CF,CA,CF%,FF,FA,FF%,xGF,xGA,xGF%,SIGNING AGE,LENGTH,SIGNING,CAP HIT,CAP_HIT_%
Denis Malgin,175,1,102,0.00,0,0,0,0.00,0.00,0.00,0.00,,,0.00,,,0.00,,,0.00,0.00,0.00,0.00,23,1,0,700000,0.008588957055214725
Jacob De La Rose,191,0,34,0.85,13,18,14,0.38,5.88,8.15,6.34,57,66,46.34,101,124,44.89,76,94,44.71,4.03,5.48,42.38,25,1,0,700000,0.008588957055214725
Patrick Russell,185,1,300,0.51,12,16,14,0.36,8.46,11.28,9.86,41,31,56.94,74,65,53.24,58,42,58.00,2.94,2.39,55.16,27,1,1,700000,0.008588957055214725
Sam Carrick,183,1,144,1.57,23,35,27,0.56,8.22,12.50,9.64,77,84,47.83,145,148,49.49,106,118,47.32,6.63,6.87,49.11,28,1,1,700000,0.008588957055214725
Marc Michaelis,180,0,300,0.65,3,10,7,0.43,1.99,6.62,4.63,35,69,33.65,60,123,32.79,48,89,35.04,3.45,5.51,38.50,24,1,1,700000,0.008588957055214725
Martin Marincin,196,0,46,0.00,0,0,0,0.00,0.00,0.00,0.00,,,0.00,,,0.00,,,0.00,0.00,0.00,0.00,28,1,1,700000,0.008588957055214725
Michael Dal Colle,191,0,5,2.63,19,41,32,0.51,3.68,7.95,6.20,145,130,52.73,268,255,51.24,203,187,52.05,12.82,9.96,56.28,23,2,0,700000,0.008588957055214725
Kalle Kossila,178,0,300,0.00,0,0,0,0.00,0.00,0.00,0.00,,,0.00,,,0.00,,,0.00,0.00,0.00,0.00,26,2,1,700000,0.008588957055214725
Matt Roy,185,1,194,2.48,56,142,89,0.18,4.13,10.51,6.58,338,445,43.17,623,826,43.00,469,639,42.33,30.26,40.83,42.57,24,2,0,700000,0.008588957055214725
Michael Amadio,185,1,90,2.52,24,41,32,0.49,4.59,7.86,6.14,163,170,48.95,286,286,50.00,213,220,49.19,14.42,13.99,50.76,23,2,0,700000,0.008588957055214725
Dylan Gambrell,183,1,60,5.93,46,94,75,0.46,3.61,7.37,5.88,305,427,41.67,568,849,40.08,435,624,41.08,26.82,40.54,39.81,22,2,0,700000,0.008588957055214725
Brogan Rafferty,183,1,300,0.02,1,1,1,0.09,4.29,4.29,4.29,5,10,33.33,8,16,33.33,8,13,38.10,0.39,0.83,31.97,24,2,0,700000,0.008588957055214725
Josh Teves,183,0,300,0.00,0,0,0,0.00,0.00,0.00,0.00,,,0.00,,,0.00,,,0.00,0.00,0.00,0.00,24,2,0,700000,0.008588957055214725
C.J. Smith,180,0,300,0.00,0,0,0,0.00,0.00,0.00,0.00,2,2,50.00,2,5,28.57,2,5,28.57,0.03,0.31,8.82,24,2,0,700000,0.008588957055214725
Tyrell Goulbourne,180,0,72,0.00,0,0,0,0.00,0.00,0.00,0.00,,,0.00,,,0.00,,,0.00,0.00,0.00,0.00,25,2,1,700000,0.008588957055214725
Patrick Brown,180,1,300,0.30,5,10,8,0.49,8.25,16.48,13.19,15,15,50.00,34,26,56.67,27,16,62.79,1.06,0.82,56.38,27,2,1,700000,0.008588957055214725
Jean-Sébastien Dea,180,1,300,0.22,2,2,2,2.38,21.62,21.62,21.62,3,3,50.00,4,4,50.00,4,3,57.14,0.26,0.25,50.98,25,2,1,700000,0.008588957055214725
Adam Clendening,183,1,36,0.00,0,0,0,0.00,0.00,0.00,0.00,,,0.00,,,0.00,,,0.00,0.00,0.00,0.00,26,2,0,700000,0.008588957055214725
Brad Hunt,175,0,300,0.87,13,30,19,0.40,5.99,13.83,8.76,63,57,52.50,117,110,51.54,95,85,52.78,6.28,3.82,62.18,30,2,1,700000,0.008588957055214725
Chad Ruhwedel,180,1,300,0.35,16,43,25,0.08,3.84,10.33,6.01,114,115,49.78,206,206,50.00,155,151,50.65,9.94,9.09,52.26,29,2,1,700000,0.008588957055214725
Samuel Morin,198,0,11,0.35,14,27,20,0.10,4.12,7.95,5.89,89,87,50.57,158,170,48.17,121,131,48.02,4.96,6.83,42.07,22,3,0,700000,0.008588957055214725
